symptoms_text,disease_id
"severe weakness, moderate bleeding gums",34
"mild persistent abdominal pain, persistent weight loss, loss of appetite",47
"persistent fever, mild joint pain, moderate rash, red eyes",37
"jaundice, moderate abdominal swelling, mild weight loss, mild itching",48
"severe itchy skin, mild scaling, persistent dry skin",51
"moderate severe dehydration, leg cramps",9
"irregular periods, excess hair growth, acne",39
"persistent rapid heartbeat, pale skin, severe dizziness, fatigue, persistent weakness, mild shortness of breath",0
"mild shortness of breath, mild wheezing",42
"persistent headache, fever, severe confusion",36
"moderate body pain, mild fever",14
"severe jaundice, moderate itching, severe abdominal swelling, moderate weight loss",48
"headache, severe confusion",36
"headache, moderate nosebleeds, chest pain, moderate dizziness, severe shortness of breath",2
"wheezing, mild fatigue, severe chronic cough, persistent shortness of breath",42
"persistent burning stomach pain, severe nausea",27
"moderate itching, severe anal pain, moderate bleeding during bowel movements",50
"persistent bleeding gums, joint pain, weakness",34
"persistent stomach pain, severe heartburn, nausea, bloating",28
"moderate ring shaped rash, scaly skin, severe skin redness",19
"difficulty thinking, confusion",26
"ring shaped rash, moderate scaly skin, mild itching",19
"confusion, personality changes, severe difficulty thinking, mild memory loss",26
"abnormal bleeding, severe pelvic pain",31
"scaly skin, moderate ring shaped rash, moderate itching, severe skin redness",19
"abdominal swelling, severe easy bruising, severe confusion, severe fatigue",25
"shortness of breath, mild dizziness, mild fatigue",0
cold intolerance,40
"mild headache, shortness of breath, moderate chest pain, mild nosebleeds",2
"fever, severe red eyes, persistent joint pain",37
"persistent weight loss, severe loss of appetite, persistent abdominal pain",47
"persistent frequent urination, persistent excessive thirst, persistent fatigue",1
"mild confusion, severe high body temperature, persistent dizziness, moderate dry skin",22
"mild ring shaped rash, severe skin redness, moderate scaly skin",19
"persistent acne, severe excess hair growth, mild irregular periods",39
"severe poor appetite, stunted growth",8
"slow movement, tremors, moderate balance problems",29
"mild severe headache, mild joint pain, mild skin rash, moderate high fever",5
"mild bleeding gums, severe tooth loss, moderate weakness, severe joint pain",34
"moderate severe dehydration, watery diarrhea, leg cramps, persistent vomiting",9
"moderate high fever, persistent muscle pain, moderate rash, persistent joint pain",4
"night vision difficulty, cloudy vision, persistent blurred vision",44
"chronic cough, fever, moderate weight loss, persistent chest pain",3
"frequent urination, fatigue, severe blurred vision, persistent slow wound healing",1
"mild nosebleeds, persistent headache, persistent shortness of breath, severe dizziness",2
"moderate abnormal bleeding, persistent pain during intercourse, moderate pelvic pain",31
"stomach pain, bloating, persistent heartburn",28
"severe headache, moderate fever",36
"persistent distorted vision, moderate vision loss, blurred vision, difficulty seeing",11
"severe persistent abdominal pain, loss of appetite, persistent weight loss",47
"mild breast pain, breast lump",30
"persistent fatigue, jaundice, mild nausea, moderate loss of appetite",24
"moderate headache, mild chills",38
"severe weight loss, night sweats",45
"severe vomiting, mild headache, confusion",36
"difficulty seeing, moderate distorted vision, persistent vision loss, moderate blurred vision",11
"persistent confusion, dizziness, persistent dry skin",22
"nausea, jaundice",24
"persistent jaundice, mild fatigue",23
"moderate hard stools, mild bloating",16
"moderate confusion, mild dry skin, mild dizziness, high body temperature",22
"persistent nasal congestion, post nasal drip",17
"severe fever, persistent fatigue, mild skin rash",33
"dizziness, persistent confusion, moderate dry skin",22
"mild joint pain, persistent tooth loss, moderate bleeding gums, mild weakness",34
"mild nosebleeds, severe headache, persistent dizziness, chest pain",2
"severe bleeding gums, severe skin rash, severe high fever, persistent severe headache, severe joint pain",5
"moderate jaundice, severe nausea",24
"mild nasal congestion, facial pain, moderate headache",17
"moderate nipple discharge, severe breast pain",30
"persistent fatigue, severe nausea, jaundice, severe loss of appetite",24
"mild fever, severe fatigue, severe chest pain, productive cough",15
"severe cloudy vision, persistent night vision difficulty, mild blurred vision",44
"scaling, moderate itchy skin, persistent dry skin",51
"severe bloating, mild nausea, severe heartburn",28
"severe nausea, severe burning stomach pain",27
"moderate dizziness, mild headache, chest pain, moderate nosebleeds",2
"severe fever, productive cough, severe fatigue",15
"severe nausea, persistent diarrhea, stomach cramps",18
"severe fever, fatigue, persistent skin rash",33
"moderate hard stools, mild bloating, abdominal discomfort",16
"mild fatigue, persistent pale stools, severe yellowing of skin",53
"severe burning stomach pain, moderate indigestion",27
"mild leg cramps, moderate vomiting, moderate severe dehydration",9
"moderate fatigue, mild productive cough, moderate fever",15
"persistent diarrhea, moderate abdominal pain, moderate weakness",6
"night vision difficulty, moderate cloudy vision, blurred vision",44
moderate difficulty thinking,26
"severe joint pain, moderate high fever, mild muscle pain",4
moderate vomiting,9
"moderate skin rash, persistent fatigue, mild joint pain, moderate fever",33
"mild heartburn, severe stomach pain",28
"persistent red eyes, moderate joint pain, persistent fever",37
"severe thirst, severe reduced urination",10
"mild indigestion, burning stomach pain, nausea",27
"moderate difficulty swallowing, severe mouth ulcers, persistent oral pain",46
"moderate fever, skin rash",33
"moderate headache, muscle pain, mild chills, moderate fever",38
"mild loss of appetite, mild weight loss, severe persistent abdominal pain",47
"severe joint pain, severe stiffness, persistent reduced mobility",21
"abdominal swelling, moderate weight loss, severe jaundice",48
"leg cramps, vomiting, persistent watery diarrhea",9
"muscle stiffness, moderate tremors, severe balance problems",29
"severe excess hair growth, persistent weight gain, acne, irregular periods",39
"persistent weight loss, severe palpitations, severe tremors",41
"fatigue, severe liver discomfort, persistent upper abdominal pain",20
"persistent confusion, mild memory loss",26
"vision loss, mild difficulty seeing, distorted vision",11
"mild severe dehydration, mild vomiting, moderate leg cramps",9
"jaundice, mild loss of appetite, moderate fatigue",24
"moderate painful periods, mild heavy bleeding, severe pelvic pain",43
"severe severe headache, severe joint pain, moderate high fever",5
"dark urine, dry mouth, thirst, moderate reduced urination",10
"persistent bleeding during bowel movements, itching, anal pain",50
"yellowing of skin, persistent dark urine, moderate pale stools",53
"chest tightness, severe coughing",13
"mild fatigue, weight gain, mild liver discomfort",20
"nausea, severe stomach cramps, persistent vomiting",18
"moderate fever, severe weight loss, mild chronic cough, persistent night sweats",3
moderate dry mouth,10
"bleeding during bowel movements, persistent anal pain, itching",50
"persistent red patches, persistent itchy skin, dry skin",51
"mild headache, persistent chills",38
"mild fatigue, moderate nausea, moderate loss of appetite, persistent jaundice",24
"severe itching, persistent abdominal swelling",48
"skin inflammation, severe oily skin, mild blackheads, persistent pimples",52
"mild fever, joint pain, skin rash",33
"moderate joint pain, persistent red eyes",37
"severe bleeding during bowel movements, severe anal pain, moderate itching",50
"dark urine, persistent fatigue, mild yellowing of skin",53
"persistent headache, muscle pain, severe chills",38
"persistent breast pain, persistent breast lump, mild nipple discharge, persistent skin changes",30
"persistent abdominal pain, mild weight loss, severe loss of appetite",47
"sore throat, mild body pain, moderate cough",14
"severe joint pain, moderate weakness, tooth loss, bleeding gums",34
"persistent body pain, persistent cough",14
"severe joint pain, mild muscle pain, mild high fever",4
"fatigue, mild excessive thirst, severe slow wound healing, mild frequent urination",1
"mild weakness, severe diarrhea, moderate abdominal pain, mild loss of appetite",6
"mild fever, moderate chest pain, persistent chronic cough",3
"moderate hard stools, mild abdominal discomfort",16
"fever, severe chills, moderate cough",14
"headache, persistent confusion",36
"moderate excess hair growth, persistent acne, mild irregular periods, severe weight gain",39
"severe abdominal pain, severe dark urine, mild jaundice",23
"mild night sweats, moderate fever, persistent weight loss, persistent chronic cough",3
"moderate fatigue, severe abdominal pain, jaundice",23
"mild nausea, persistent burning stomach pain, indigestion",27
"nausea, dehydration, mild loose stools, persistent abdominal cramps",7
"moderate headache, mild muscle pain, severe fever, persistent chills",38
"persistent joint pain, mild skin rash, mild fatigue, persistent fever",33
"blurred vision, severe night vision difficulty",44
"dry mouth, thirst",10
"severe high fever, severe rash, persistent headache, moderate joint pain",4
"mild stomach cramps, mild nausea, mild diarrhea",18
"mild nausea, fatigue, persistent loss of appetite",24
"severe fever, severe weakness, severe diarrhea, mild loss of appetite",6
"moderate fatigue, moderate pale stools",53
"moderate difficulty swallowing, severe oral pain",46
